Timestamp, Temperature (C), Humidity (%), Ozone (ppb), PM2.5 (ug/m3), PM10 (ug/m3), VOC (ug/m3)
130031, 21.40, 22.20, 231.55, 3.00, 4.80, 27
130041, 21.40, 22.10, 231.55, 3.20, 5.00, 27
130051, 21.40, 22.10, 231.55, 3.10, 4.90, 27
130061, 21.40, 22.20, 231.55, 2.80, 3.80, 27
130071, 21.40, 22.10, 231.55, 2.60, 3.90, 27
130081, 21.50, 22.20, 231.55, 2.80, 4.50, 27
130091, 21.40, 22.40, 231.55, 2.80, 4.70, 27
130101, 21.40, 22.30, 231.55, 3.00, 4.80, 27
130111, 21.40, 22.10, 231.55, 2.90, 5.00, 27
130121, 21.50, 22.00, 231.55, 3.00, 5.50, 27
130131, 21.50, 22.00, 231.55, 2.90, 5.60, 27
130141, 21.50, 22.10, 231.55, 2.80, 4.70, 27
130151, 21.50, 22.20, 231.55, 2.60, 4.10, 27
130162, 21.50, 22.20, 231.55, 2.60, 3.50, 27
130172, 21.50, 22.20, 231.55, 2.60, 4.00, 27
130182, 21.50, 22.20, 231.55, 3.00, 4.30, 27
130192, 21.50, 22.20, 231.55, 3.20, 4.80, 27
130202, 21.50, 22.30, 231.55, 3.30, 4.50, 27
130212, 21.50, 22.40, 231.55, 3.30, 4.80, 27
130222, 21.50, 22.40, 231.55, 3.30, 5.00, 27
130232, 21.40, 22.50, 231.55, 3.20, 4.70, 27
130242, 21.40, 22.60, 207.23, 3.20, 4.80, 27
130252, 21.30, 22.50, 207.23, 3.20, 4.50, 27
130262, 21.30, 22.50, 231.55, 3.00, 4.20, 27
130272, 21.30, 22.60, 231.55, 2.90, 4.50, 27
130282, 21.30, 22.60, 231.55, 2.80, 4.20, 28
130293, 21.20, 22.60, 231.55, 2.90, 5.20, 28
130303, 21.20, 22.80, 231.55, 2.80, 4.80, 28
130313, 21.20, 22.90, 231.55, 2.90, 5.20, 27
130323, 21.20, 22.80, 207.23, 2.90, 4.10, 28
130333, 21.20, 22.90, 231.55, 2.90, 4.20, 28
130343, 21.20, 22.90, 231.55, 2.70, 3.50, 27
130353, 21.20, 22.90, 231.55, 2.70, 3.80, 27
130363, 21.20, 23.00, 207.23, 2.80, 4.10, 27
130373, 21.20, 23.00, 231.55, 2.60, 4.10, 27
130383, 21.20, 23.00, 231.55, 2.70, 4.40, 27
130393, 21.20, 22.90, 231.55, 2.60, 4.80, 27
130403, 21.20, 23.00, 231.55, 2.70, 5.10, 27
130413, 21.10, 22.90, 231.55, 2.70, 4.50, 27
130424, 21.10, 22.80, 231.55, 2.70, 4.10, 27
130434, 21.10, 22.90, 231.55, 2.90, 4.30, 27
130444, 21.10, 22.90, 231.55, 3.10, 4.80, 27
130454, 21.10, 22.80, 231.55, 3.00, 4.30, 27
130464, 21.10, 22.90, 231.55, 3.00, 4.00, 27
130474, 21.10, 23.00, 231.55, 2.90, 3.90, 27
130484, 21.10, 23.00, 207.23, 3.00, 4.10, 27
130494, 21.00, 23.10, 231.55, 2.90, 4.20, 27
130504, 21.10, 23.50, 231.55, 2.90, 4.30, 27
130514, 21.10, 23.20, 231.55, 2.80, 4.20, 27
130524, 21.00, 23.20, 231.55, 2.90, 4.50, 27
130534, 21.00, 23.10, 231.55, 3.00, 4.60, 27
130544, 21.00, 23.20, 231.55, 3.10, 4.20, 27
130555, 21.00, 23.20, 231.55, 3.00, 4.00, 27
130565, 21.00, 23.20, 231.55, 2.90, 4.00, 27
130575, 20.90, 23.20, 231.55, 2.70, 4.00, 27
130585, 20.90, 23.10, 231.55, 2.70, 3.70, 26
130595, 20.90, 22.90, 231.55, 2.90, 3.80, 27
130605, 20.90, 22.90, 207.23, 2.90, 3.80, 27
130615, 20.90, 23.00, 231.55, 3.00, 4.30, 27
130625, 20.90, 23.00, 231.55, 2.80, 3.80, 27
130635, 20.90, 22.90, 231.55, 2.90, 4.00, 27
130645, 20.90, 23.10, 231.55, 2.80, 3.60, 27
130655, 20.80, 23.20, 231.55, 2.90, 3.70, 27
130665, 20.80, 23.30, 231.55, 2.80, 3.60, 27
130675, 20.80, 23.40, 231.55, 2.90, 3.80, 27
130686, 20.80, 23.70, 207.23, 2.80, 3.80, 27
130696, 20.80, 23.60, 231.55, 2.80, 4.10, 27
130706, 20.80, 23.50, 231.55, 2.80, 4.20, 27
130716, 20.80, 23.60, 231.55, 2.80, 4.10, 27
130726, 20.80, 23.70, 207.23, 2.70, 3.80, 27
130736, 20.80, 23.70, 207.23, 2.70, 3.80, 27
130746, 20.90, 23.60, 231.55, 2.80, 4.00, 27
130756, 20.80, 23.80, 207.23, 2.80, 4.00, 27
130766, 20.90, 23.80, 231.55, 2.60, 4.00, 27
130776, 20.80, 23.70, 231.55, 2.50, 4.10, 27
130786, 20.90, 23.80, 231.55, 2.60, 4.20, 27
130796, 20.90, 23.80, 231.55, 3.00, 4.50, 27
130806, 20.90, 23.80, 231.55, 3.00, 4.40, 28
130817, 20.90, 24.20, 231.55, 2.90, 4.40, 27
130827, 20.90, 24.20, 231.55, 2.60, 3.70, 27
130837, 20.90, 24.40, 231.55, 2.50, 3.70, 27
130847, 20.90, 24.20, 231.55, 2.70, 4.20, 27
130857, 20.90, 24.20, 207.23, 2.70, 4.30, 27
130867, 20.90, 24.30, 207.23, 2.60, 3.80, 27
130877, 20.80, 24.20, 231.55, 2.70, 3.80, 27
130887, 20.80, 24.00, 231.55, 2.90, 3.80, 27
130897, 20.80, 24.00, 207.23, 2.90, 4.60, 27
130907, 20.80, 24.00, 231.55, 2.80, 4.30, 27
130917, 20.80, 24.00, 231.55, 2.90, 4.50, 27
130927, 20.70, 24.00, 231.55, 2.90, 3.80, 27
130937, 20.70, 24.00, 231.55, 3.00, 4.20, 27
130947, 20.70, 24.00, 231.55, 2.70, 4.20, 27
130958, 20.70, 24.10, 207.23, 2.90, 4.60, 27
130968, 20.70, 24.00, 231.55, 2.80, 4.80, 27
130978, 20.70, 24.00, 231.55, 2.80, 5.10, 28
130988, 20.70, 24.10, 231.55, 2.70, 4.70, 27
130998, 20.70, 24.30, 231.55, 2.60, 4.00, 28
131008, 20.70, 24.30, 231.55, 2.80, 3.90, 28
131018, 20.70, 24.30, 231.55, 2.90, 4.00, 27
131028, 20.70, 24.40, 231.55, 2.70, 4.40, 27
131038, 20.70, 24.60, 231.55, 2.50, 4.10, 27
131048, 20.60, 24.60, 231.55, 2.40, 4.10, 27
131058, 20.60, 24.40, 231.55, 2.40, 3.80, 27
131068, 20.60, 24.40, 231.55, 2.60, 3.90, 27
131078, 20.60, 24.40, 207.23, 2.70, 4.30, 27
131089, 20.50, 24.50, 207.23, 2.80, 4.30, 27
131099, 20.50, 24.60, 231.55, 2.60, 4.00, 27
131109, 20.50, 24.60, 231.55, 2.60, 3.70, 27
131119, 20.50, 24.60, 231.55, 2.60, 3.80, 28
131129, 20.50, 24.50, 207.23, 2.60, 4.10, 27
131139, 20.50, 24.50, 231.55, 2.60, 4.00, 27
131149, 20.50, 24.60, 231.55, 2.50, 4.00, 27
131159, 20.50, 24.70, 231.55, 2.50, 3.80, 27
131169, 20.50, 24.70, 231.55, 2.50, 3.60, 27
131179, 20.50, 24.80, 207.23, 2.60, 3.50, 27
131189, 20.50, 25.20, 207.23, 2.70, 3.40, 27
131199, 20.50, 25.00, 231.55, 2.90, 3.90, 28
131209, 20.40, 25.10, 231.55, 2.80, 3.60, 28
131220, 20.40, 24.90, 231.55, 2.70, 3.40, 28
131230, 20.40, 24.90, 231.55, 2.50, 3.70, 28
131240, 20.40, 24.90, 231.55, 2.40, 3.70, 28
131250, 20.40, 25.20, 231.55, 2.50, 4.00, 28
131260, 20.40, 25.40, 231.55, 2.70, 4.50, 28
131270, 20.30, 25.20, 207.23, 2.90, 4.80, 27
131280, 20.30, 25.10, 207.23, 2.80, 5.10, 28
131290, 20.30, 25.20, 231.55, 2.60, 4.50, 28
131300, 20.30, 25.20, 231.55, 2.90, 4.90, 28
131310, 20.30, 25.20, 231.55, 2.70, 4.50, 28
131320, 20.30, 25.10, 231.55, 2.80, 4.20, 28
131330, 20.40, 25.20, 207.23, 2.60, 3.80, 28
131340, 20.30, 25.20, 207.23, 2.70, 3.90, 28
131351, 20.40, 25.50, 231.55, 2.70, 3.80, 27
131361, 20.30, 25.40, 231.55, 2.60, 3.60, 28
131371, 20.30, 25.40, 207.23, 2.40, 3.30, 28
131381, 20.30, 25.30, 207.23, 2.40, 3.30, 28
131391, 20.30, 25.60, 231.55, 2.40, 3.60, 28
131401, 20.30, 25.60, 207.23, 2.60, 4.00, 28
131411, 20.30, 25.50, 231.55, 2.50, 4.00, 28
131421, 20.30, 25.60, 231.55, 2.60, 5.20, 28
131431, 20.20, 25.60, 207.23, 2.70, 5.20, 28
131441, 20.20, 25.50, 207.23, 2.90, 5.40, 28
131451, 20.20, 25.40, 207.23, 2.90, 4.90, 29
131461, 20.20, 25.50, 207.23, 2.90, 5.00, 27
131471, 20.10, 25.70, 207.23, 2.80, 4.80, 27
131482, 20.10, 25.70, 231.55, 2.90, 4.70, 27
131492, 20.00, 25.60, 207.23, 2.90, 4.30, 27
131502, 20.00, 25.50, 207.23, 2.80, 4.50, 27
131512, 19.90, 25.50, 207.23, 2.60, 4.40, 27
131522, 19.90, 25.50, 231.55, 2.50, 4.90, 27
131532, 19.90, 25.50, 231.55, 2.50, 5.00, 28
131542, 19.90, 25.60, 207.23, 2.70, 4.40, 27
131552, 19.90, 25.50, 231.55, 2.90, 4.00, 27
131562, 19.90, 25.60, 207.23, 2.80, 4.00, 28
131572, 19.90, 25.70, 231.55, 2.70, 4.20, 28
131582, 19.90, 25.70, 231.55, 2.40, 3.90, 28
131592, 20.00, 25.70, 207.23, 2.60, 4.30, 28
131602, 20.00, 25.60, 231.55, 2.60, 4.10, 28
131613, 20.00, 25.80, 231.55, 2.80, 4.10, 28
131623, 20.00, 25.90, 231.55, 2.70, 3.70, 28
131633, 20.00, 25.80, 231.55, 2.60, 4.00, 28
131643, 20.00, 25.70, 207.23, 2.60, 4.00, 28
131653, 20.00, 25.70, 231.55, 2.70, 4.40, 28
131663, 20.00, 25.90, 231.55, 3.10, 4.10, 28
131673, 20.00, 26.00, 231.55, 3.10, 4.40, 28
131683, 20.00, 26.10, 231.55, 2.90, 5.00, 28
131693, 20.00, 25.90, 231.55, 2.60, 4.70, 28
131703, 20.00, 25.70, 231.55, 2.40, 4.40, 28
131713, 20.00, 25.80, 207.23, 2.60, 5.10, 28
131723, 20.00, 25.70, 231.55, 2.60, 5.30, 28
131733, 20.00, 25.60, 207.23, 2.70, 5.50, 28
131744, 20.00, 25.60, 231.55, 2.50, 3.70, 28
131754, 20.00, 25.50, 207.23, 2.60, 3.90, 29
131764, 20.00, 25.50, 207.23, 2.50, 3.50, 28
131774, 20.00, 25.50, 231.55, 2.50, 3.70, 28
131784, 20.10, 25.30, 207.23, 2.40, 3.40, 28
131794, 20.10, 25.30, 207.23, 2.70, 3.70, 28
131804, 20.10, 25.20, 207.23, 2.70, 4.60, 28
131814, 20.10, 25.30, 231.55, 2.90, 5.00, 28
131824, 20.10, 25.60, 207.23, 2.90, 5.00, 28
131834, 20.10, 26.10, 231.55, 2.90, 4.20, 29
131844, 20.00, 25.80, 207.23, 2.80, 4.50, 28
131854, 20.00, 25.70, 231.55, 2.80, 5.00, 28
131864, 20.00, 25.60, 231.55, 2.80, 5.40, 28
131875, 20.00, 25.50, 231.55, 2.90, 4.90, 28
131885, 20.00, 25.60, 231.55, 2.80, 3.80, 28
131895, 20.00, 25.60, 231.55, 2.70, 4.00, 28
131905, 20.00, 25.60, 207.23, 2.60, 4.60, 28
131915, 20.00, 25.60, 231.55, 2.50, 4.80, 28
131925, 20.00, 25.70, 207.23, 2.40, 3.90, 28
131935, 20.00, 25.60, 207.23, 2.50, 4.20, 28
131945, 20.00, 25.90, 207.23, 2.50, 4.10, 28
131955, 20.00, 25.80, 231.55, 2.70, 4.60, 28
131965, 20.00, 25.80, 207.23, 2.70, 4.90, 28
131975, 20.00, 25.90, 207.23, 2.70, 5.80, 28
131985, 20.00, 25.80, 231.55, 2.60, 5.80, 28
131995, 20.00, 25.90, 207.23, 2.50, 4.90, 28
132006, 20.00, 26.20, 231.55, 2.40, 4.10, 28
132016, 19.90, 26.40, 231.55, 2.50, 4.30, 28
132026, 19.90, 26.60, 207.23, 2.70, 5.50, 28
132036, 19.80, 26.60, 207.23, 2.80, 6.50, 28
132046, 19.80, 26.50, 207.23, 2.90, 6.50, 28
132056, 19.80, 26.40, 207.23, 2.70, 5.50, 28
132066, 19.80, 26.30, 231.55, 2.80, 5.10, 28
132076, 19.80, 26.40, 207.23, 2.80, 5.20, 28
132086, 19.80, 26.20, 231.55, 2.90, 5.00, 28
132096, 19.80, 26.30, 207.23, 2.90, 4.60, 28
132106, 19.80, 26.30, 207.23, 3.10, 4.50, 28
132116, 19.80, 26.60, 207.23, 3.00, 4.80, 28
132126, 19.80, 26.60, 207.23, 2.80, 4.40, 28
132137, 19.70, 26.60, 231.55, 2.60, 5.10, 28
132147, 19.70, 26.50, 231.55, 2.60, 5.50, 28
132157, 19.70, 26.60, 231.55, 2.70, 5.80, 28
132167, 19.70, 26.50, 231.55, 2.60, 4.90, 28
132177, 19.70, 26.40, 207.23, 2.60, 4.70, 28
132187, 19.70, 26.30, 231.55, 2.80, 5.00, 28
132197, 19.70, 26.20, 207.23, 2.90, 4.90, 28
132207, 19.80, 26.20, 207.23, 2.90, 4.60, 28
132217, 19.80, 26.20, 231.55, 2.70, 4.40, 28
132227, 19.80, 26.20, 231.55, 2.50, 4.20, 28
132237, 19.80, 26.20, 207.23, 2.60, 4.20, 28
132247, 19.80, 26.10, 207.23, 2.60, 3.70, 28
132257, 19.80, 26.00, 231.55, 2.80, 4.30, 28
132268, 19.80, 26.00, 231.55, 2.70, 4.00, 28
132278, 19.80, 25.90, 231.55, 2.80, 4.60, 28
132288, 19.80, 26.10, 207.23, 2.80, 4.40, 28
132298, 19.80, 26.30, 231.55, 2.90, 4.90, 28
132308, 19.80, 26.10, 207.23, 2.80, 4.60, 28
132318, 19.80, 26.20, 231.55, 2.80, 4.40, 28
132328, 19.80, 26.30, 231.55, 2.60, 3.90, 28
132338, 19.80, 26.30, 207.23, 2.60, 4.10, 28
132348, 19.80, 26.40, 207.23, 2.80, 4.70, 28
132358, 19.80, 26.50, 231.55, 2.70, 5.10, 28
132368, 19.80, 26.50, 207.23, 2.70, 4.70, 28
132378, 19.70, 26.40, 207.23, 2.50, 4.00, 28
132388, 19.70, 26.40, 231.55, 2.60, 3.80, 28
132399, 19.70, 26.40, 231.55, 2.70, 4.40, 28
132409, 19.70, 26.50, 231.55, 2.80, 5.50, 28
132419, 19.80, 26.50, 207.23, 3.00, 5.80, 28
132429, 19.80, 26.50, 207.23, 3.10, 6.00, 28
132439, 19.80, 26.40, 207.23, 3.20, 5.00, 28
132449, 19.80, 26.40, 231.55, 3.00, 4.60, 29
132459, 19.80, 26.40, 231.55, 2.90, 4.00, 28
132469, 19.80, 26.50, 207.23, 2.90, 4.40, 29
132479, 19.80, 26.50, 231.55, 2.80, 4.60, 29
132489, 19.90, 26.60, 207.23, 2.90, 4.50, 28
132499, 19.80, 26.60, 231.55, 2.90, 4.80, 29
132509, 19.80, 26.40, 207.23, 3.10, 5.40, 28
132519, 19.80, 26.50, 207.23, 3.00, 5.70, 29
132530, 19.80, 26.50, 207.23, 2.80, 4.90, 29
132540, 19.80, 26.60, 207.23, 2.80, 4.50, 28
132550, 19.80, 26.60, 207.23, 2.80, 4.30, 28
132560, 19.80, 26.40, 231.55, 2.90, 4.50, 29
132570, 19.80, 26.30, 207.23, 2.70, 4.20, 29
132580, 19.80, 26.30, 207.23, 2.70, 4.20, 28
132590, 19.80, 26.20, 207.23, 2.70, 4.00, 28
132600, 19.80, 26.30, 231.55, 3.20, 4.30, 29
132610, 19.90, 26.50, 231.55, 3.10, 4.30, 28
132620, 19.80, 26.50, 231.55, 3.10, 4.30, 28
132630, 19.90, 26.20, 231.55, 2.80, 3.90, 28
132640, 19.90, 26.10, 231.55, 2.70, 4.00, 28
132650, 19.90, 26.00, 231.55, 2.70, 4.90, 28
132661, 19.90, 26.20, 207.23, 2.80, 5.30, 28
132671, 19.90, 26.40, 231.55, 3.10, 6.10, 29
132681, 19.90, 26.40, 207.23, 3.10, 4.90, 28
132691, 19.90, 26.20, 231.55, 3.10, 5.10, 28
132701, 19.90, 26.10, 207.23, 3.00, 5.50, 28
132711, 19.90, 26.00, 231.55, 3.00, 5.90, 28
132721, 20.00, 26.10, 207.23, 3.20, 5.90, 28
132731, 20.00, 26.10, 231.55, 3.30, 5.20, 28
132741, 19.90, 26.20, 231.55, 3.20, 5.00, 28
132751, 19.90, 26.10, 231.55, 3.20, 4.90, 28
132761, 19.90, 26.20, 231.55, 3.00, 4.30, 28
132771, 19.90, 26.10, 207.23, 3.10, 4.70, 28
132781, 19.90, 25.80, 231.55, 3.00, 4.30, 28
132792, 19.90, 25.80, 207.23, 3.00, 4.40, 28
132802, 19.90, 26.20, 231.55, 3.00, 4.40, 28
132812, 19.90, 26.30, 231.55, 3.10, 4.20, 29
132822, 19.90, 26.40, 231.55, 3.00, 4.50, 29
132832, 19.90, 26.30, 207.23, 2.90, 4.40, 28
132842, 19.90, 26.30, 207.23, 2.70, 4.70, 28
132852, 19.90, 26.20, 207.23, 2.80, 4.50, 28
132862, 19.90, 26.20, 207.23, 2.90, 4.50, 28
132872, 19.90, 26.20, 207.23, 2.90, 4.20, 28
132882, 19.90, 26.70, 231.55, 2.80, 4.00, 28
132892, 19.90, 26.70, 207.23, 2.60, 3.60, 28
132902, 19.90, 26.80, 231.55, 2.70, 4.00, 28
132912, 19.90, 26.60, 231.55, 2.70, 4.10, 27
132922, 19.90, 26.40, 231.55, 2.70, 4.30, 28
132933, 19.90, 26.20, 231.55, 2.70, 4.40, 28
132943, 19.90, 26.00, 231.55, 3.10, 4.90, 28
132953, 19.90, 25.90, 207.23, 3.10, 4.60, 28
132963, 19.90, 25.80, 207.23, 3.00, 4.40, 27
132973, 19.90, 25.50, 231.55, 2.90, 3.80, 27
132983, 19.90, 25.50, 207.23, 3.10, 4.10, 27
132993, 19.90, 25.20, 231.55, 3.20, 4.30, 27
133003, 19.90, 25.30, 207.23, 3.20, 5.10, 27
133013, 19.90, 25.90, 231.55, 3.20, 4.80, 28
133023, 19.90, 26.00, 207.23, 3.20, 4.70, 27
133033, 19.90, 25.80, 207.23, 3.00, 4.00, 27
133043, 19.90, 25.60, 231.55, 3.00, 4.50, 27
133053, 19.80, 25.50, 207.23, 3.10, 4.50, 27
133064, 19.80, 25.50, 207.23, 3.00, 4.60, 27
133074, 19.80, 25.50, 207.23, 3.00, 4.50, 27
133084, 19.80, 25.60, 231.55, 2.90, 4.40, 27
133094, 19.80, 25.70, 207.23, 2.80, 4.10, 27
133104, 19.80, 25.80, 231.55, 2.70, 3.80, 28
133114, 19.80, 25.70, 207.23, 2.80, 4.00, 27
133124, 19.80, 25.90, 207.23, 2.90, 4.40, 28
133134, 19.80, 26.10, 207.23, 2.90, 4.40, 28
133144, 19.80, 26.00, 231.55, 2.90, 4.50, 28
133154, 19.80, 26.00, 207.23, 2.90, 4.70, 27
133164, 19.80, 25.80, 231.55, 2.90, 4.90, 27
133174, 19.90, 25.70, 207.23, 3.10, 4.50, 27
133184, 19.90, 25.70, 231.55, 3.10, 4.60, 28
133195, 19.90, 25.90, 207.23, 3.10, 4.20, 28
133205, 19.90, 25.90, 231.55, 3.10, 4.70, 28
133215, 19.90, 26.00, 207.23, 3.20, 4.40, 28
133225, 19.90, 25.80, 207.23, 3.10, 4.90, 28
133235, 19.90, 25.90, 231.55, 3.00, 4.70, 28
133245, 19.90, 26.10, 207.23, 3.00, 4.70, 28
133255, 19.90, 26.20, 207.23, 2.90, 5.60, 27
133265, 19.90, 26.70, 231.55, 3.00, 5.60, 28
133275, 19.90, 26.60, 207.23, 2.90, 5.40, 27
133285, 19.90, 26.90, 231.55, 2.90, 4.40, 27
133295, 19.90, 26.80, 231.55, 2.70, 4.30, 27
133305, 19.90, 26.80, 231.55, 2.60, 4.10, 27
133315, 19.90, 26.70, 231.55, 2.40, 3.80, 27
133326, 19.90, 26.80, 207.23, 2.50, 4.30, 27
133336, 19.90, 26.70, 207.23, 2.50, 4.20, 27
133346, 19.90, 26.20, 231.55, 2.60, 4.20, 27
133356, 19.90, 25.90, 207.23, 2.70, 4.80, 27
133366, 20.00, 25.90, 207.23, 3.00, 5.60, 26
133376, 20.00, 25.80, 231.55, 3.10, 6.00, 27
133386, 20.00, 25.60, 207.23, 3.10, 4.50, 26
133396, 20.00, 25.40, 207.23, 3.00, 4.00, 26
133406, 20.00, 25.40, 231.55, 2.70, 3.50, 27
133416, 20.00, 25.00, 207.23, 2.60, 3.40, 26
133426, 20.00, 25.00, 231.55, 2.60, 3.40, 26
133436, 20.00, 24.30, 207.23, 2.60, 3.80, 25
133446, 20.00, 23.90, 207.23, 2.80, 3.90, 26
133457, 20.00, 24.00, 231.55, 2.80, 4.30, 26
133467, 19.90, 25.70, 231.55, 3.00, 4.70, 26
133477, 19.90, 26.00, 231.55, 3.30, 5.10, 26
133487, 19.80, 26.10, 231.55, 3.40, 4.90, 26
133497, 19.80, 26.20, 231.55, 3.30, 4.70, 26
133507, 19.70, 25.80, 207.23, 3.10, 4.70, 26
133517, 19.60, 26.00, 207.23, 3.00, 5.20, 26
133527, 19.60, 25.90, 231.55, 2.80, 4.60, 27
133537, 19.50, 25.80, 207.23, 2.90, 5.60, 27
133547, 19.50, 25.80, 231.55, 2.90, 5.40, 26
133557, 19.50, 25.90, 231.55, 3.00, 6.00, 26
133567, 19.50, 25.80, 207.23, 3.10, 4.80, 26
133577, 19.60, 25.80, 231.55, 3.00, 4.30, 26
133588, 19.60, 25.70, 207.23, 3.20, 4.70, 26
133598, 19.60, 25.60, 231.55, 3.00, 4.80, 26
133608, 19.60, 25.50, 207.23, 3.20, 5.50, 26
133618, 19.60, 25.50, 231.55, 3.10, 5.30, 27
133628, 19.60, 25.50, 231.55, 3.10, 5.00, 27
133638, 19.60, 25.60, 207.23, 2.90, 4.90, 27
133648, 19.60, 25.60, 207.23, 2.90, 4.40, 26
133658, 19.60, 25.70, 207.23, 2.90, 5.50, 26
133668, 19.60, 25.50, 207.23, 2.90, 4.90, 26
133678, 19.60, 25.30, 231.55, 2.90, 5.00, 26
133688, 19.60, 25.30, 207.23, 2.80, 4.00, 26
133698, 19.60, 25.30, 231.55, 2.90, 4.20, 27
133708, 19.60, 25.60, 231.55, 2.90, 4.80, 27
133719, 19.70, 25.60, 207.23, 3.00, 4.80, 27
133729, 19.70, 25.60, 231.55, 3.20, 4.80, 27
133739, 19.70, 25.70, 207.23, 3.10, 3.90, 27
133749, 19.70, 25.80, 231.55, 2.90, 4.00, 27
133759, 19.70, 25.70, 231.55, 2.70, 3.80, 27
133769, 19.80, 25.80, 207.23, 2.80, 4.20, 27
133779, 19.80, 26.10, 231.55, 2.90, 4.50, 27
133789, 19.80, 26.20, 231.55, 3.00, 4.70, 27
133799, 19.80, 26.10, 231.55, 2.90, 4.30, 27
133809, 19.80, 25.90, 231.55, 2.90, 4.60, 27
133819, 19.80, 25.70, 207.23, 2.80, 4.80, 27
133829, 19.80, 25.70, 207.23, 2.90, 5.30, 27
133839, 19.80, 25.80, 207.23, 3.00, 4.70, 27
133850, 19.70, 26.20, 231.55, 3.00, 5.00, 27
133860, 19.70, 26.10, 231.55, 3.00, 5.00, 27
133870, 19.70, 26.00, 231.55, 2.80, 4.90, 27
133880, 19.70, 26.00, 231.55, 2.80, 4.60, 27
133890, 19.70, 26.10, 231.55, 2.60, 4.20, 27
133900, 19.70, 26.20, 231.55, 2.70, 4.10, 27
133910, 19.70, 26.20, 207.23, 2.70, 4.50, 27
133920, 19.80, 26.30, 207.23, 2.80, 4.50, 27
133930, 19.70, 26.20, 207.23, 3.10, 6.20, 27
133940, 19.70, 26.10, 231.55, 3.20, 5.60, 27
133950, 19.70, 26.10, 231.55, 3.20, 5.90, 27
133960, 19.70, 26.20, 207.23, 2.90, 4.60, 27
133970, 19.70, 26.20, 207.23, 2.90, 4.60, 27
133981, 19.70, 26.10, 231.55, 2.90, 4.70, 27
133991, 19.70, 26.30, 231.55, 3.00, 4.50, 27
134001, 19.70, 26.40, 231.55, 2.90, 4.30, 27
134011, 19.70, 26.40, 207.23, 2.90, 4.50, 27
134021, 19.70, 26.40, 207.23, 3.10, 4.80, 27
134031, 19.70, 26.30, 207.23, 3.00, 4.60, 27
134041, 19.70, 26.40, 207.23, 3.10, 4.40, 27
134051, 19.70, 26.60, 231.55, 3.00, 4.60, 28
134061, 19.60, 26.80, 207.23, 3.20, 5.10, 27
134071, 19.60, 27.00, 231.55, 3.00, 4.90, 27
134081, 19.50, 27.10, 207.23, 3.10, 5.00, 27
134091, 19.50, 26.90, 207.23, 3.00, 5.10, 27
134101, 19.50, 27.10, 231.55, 3.20, 5.30, 28
134112, 19.50, 27.20, 207.23, 3.10, 4.80, 27
134122, 19.40, 27.40, 207.23, 3.00, 4.30, 28
134132, 19.40, 27.50, 231.55, 3.00, 4.20, 27
134142, 19.40, 27.30, 231.55, 2.90, 4.30, 27
134152, 19.40, 27.10, 231.55, 2.80, 4.30, 27
134162, 19.40, 27.10, 231.55, 2.70, 4.40, 27
134172, 19.40, 27.10, 207.23, 2.70, 4.60, 27
134182, 19.40, 27.30, 207.23, 3.00, 4.60, 27
134192, 19.40, 27.30, 231.55, 3.00, 4.70, 27
134202, 19.40, 27.30, 207.23, 3.30, 4.70, 27
134212, 19.40, 27.20, 231.55, 3.10, 4.90, 28
134222, 19.40, 27.20, 207.23, 3.10, 5.10, 28
134232, 19.40, 27.20, 231.55, 2.90, 5.00, 28
134243, 19.50, 27.30, 207.23, 3.00, 4.70, 27
134253, 19.40, 27.20, 231.55, 2.90, 4.40, 28
134263, 19.40, 27.10, 231.55, 3.00, 4.90, 27
134273, 19.40, 27.10, 207.23, 2.80, 4.60, 27
134283, 19.40, 27.20, 231.55, 2.90, 4.40, 28
134293, 19.40, 27.30, 231.55, 3.00, 4.70, 28
134303, 19.40, 27.40, 231.55, 3.20, 5.00, 28
134313, 19.30, 27.40, 207.23, 3.20, 5.40, 27
134323, 19.20, 27.40, 231.55, 2.80, 5.60, 27
134333, 19.20, 27.40, 231.55, 2.80, 5.40, 28
134343, 19.20, 27.50, 207.23, 2.60, 4.90, 28
134353, 19.20, 27.70, 231.55, 2.80, 4.20, 28
134363, 19.10, 27.70, 207.23, 2.90, 5.90, 28
134374, 19.10, 27.70, 231.55, 3.10, 6.30, 28
134384, 19.10, 27.80, 231.55, 3.20, 5.90, 28
134394, 19.10, 27.70, 231.55, 2.80, 3.90, 28
134404, 19.10, 27.60, 231.55, 2.80, 4.10, 28
134414, 19.00, 27.50, 207.23, 2.70, 4.40, 28
134424, 19.00, 27.50, 231.55, 2.80, 4.60, 28
134434, 19.00, 27.50, 231.55, 2.70, 4.10, 28
134444, 19.00, 27.50, 231.55, 2.70, 3.80, 28
134454, 19.00, 27.50, 231.55, 2.80, 4.20, 28
134464, 19.00, 27.50, 231.55, 2.80, 4.20, 28
134474, 19.00, 27.80, 231.55, 2.70, 3.80, 28
134484, 19.00, 27.90, 231.55, 2.80, 4.00, 28
134494, 19.00, 27.80, 231.55, 2.80, 4.00, 28
134505, 19.00, 27.70, 231.55, 3.00, 4.50, 28
134515, 19.00, 27.60, 231.55, 2.90, 4.30, 28
134525, 19.10, 27.50, 207.23, 2.90, 4.10, 28
134535, 19.10, 27.40, 231.55, 2.70, 3.70, 28
134545, 19.10, 27.30, 231.55, 2.70, 3.80, 28
